id,seed,starting_age,race,sex,insurance,place
52133,603239,40,NHB,M,Y,OHS
52134,209742,40,NHW,F,Y,IHS
52135,149429,40,NHW,F,N,IHS
52136,658724,40,NHW,F,Y,IHS
52137,649680,40,NHW,M,Y,IHS
52138,227778,40,NHW,M,Y,IHS
52139,81100,40,NHW,M,Y,IHS
52140,59897,40,NHW,M,N,OHS
52141,182272,40,NHW,M,Y,IHS
52142,570318,40,NHB,F,Y,OHS
52143,936503,40,NHW,M,Y,IHS
52144,257079,40,NHB,M,Y,IHS
52145,982488,40,NHW,F,Y,IHS
52146,284252,40,NHW,F,Y,IHS
52147,25804,40,NHW,M,Y,IHS
52148,362735,40,NHW,M,Y,IHS
52149,249034,40,NHW,F,Y,IHS
52150,350624,40,NHW,F,N,IHS
52151,632421,40,NHW,M,Y,IHS
52152,683554,40,NHB,F,Y,IHS
52153,85711,40,NHW,M,Y,IHS
52154,431177,40,NHW,F,N,OHS
52155,886420,40,NHW,M,N,IHS
52156,282581,40,NHW,M,N,OHS
52157,239314,40,NHW,M,Y,IHS
52158,5081,40,NHW,F,N,IHS
52159,223878,40,NHB,F,N,IHS
52160,100808,40,NHW,M,Y,IHS
52161,940186,40,NHB,F,Y,IHS
52162,803579,40,NHW,F,Y,IHS
52163,368976,40,NHW,F,Y,IHS
52164,159084,40,NHW,F,Y,IHS
52165,815417,40,NHW,M,Y,OHS
52166,7477,40,NHW,F,Y,IHS
52167,339586,40,NHW,F,Y,OHS
52168,216704,40,NHW,F,Y,IHS
52169,75159,40,NHW,M,Y,IHS
52170,689365,40,NHB,F,Y,IHS
52171,251662,40,NHW,M,Y,IHS
52172,314147,40,NHW,M,Y,IHS
52173,846345,40,NHB,F,Y,OHS
52174,797099,40,NHW,M,Y,IHS
52175,819716,40,NHW,F,Y,OHS
52176,587384,40,NHB,F,N,IHS
52177,589249,40,NHW,F,Y,IHS
52178,718244,40,NHW,F,Y,IHS
52179,611722,40,NHB,M,Y,OHS
52180,913792,40,NHW,F,Y,IHS
52181,337141,40,NHB,F,N,OHS
52182,39777,40,NHW,F,Y,IHS
52183,546930,40,NHW,F,Y,IHS
52184,868034,40,NHW,M,Y,IHS
52185,606353,40,NHW,M,Y,IHS
52186,242742,40,NHW,M,Y,OHS
52187,755755,40,NHW,M,Y,IHS
52188,378324,40,NHW,F,Y,IHS
52189,588232,40,NHW,M,Y,IHS
52190,614171,40,NHB,F,Y,OHS
52191,698148,40,NHB,F,Y,IHS
52192,816594,40,NHW,F,Y,OHS
52193,643208,40,NHW,M,Y,IHS
52194,841333,40,NHW,M,Y,IHS
52195,587700,40,NHW,F,Y,IHS
52196,814745,40,NHW,M,Y,IHS
52197,853159,40,NHW,F,Y,OHS
52198,489152,40,NHW,M,Y,IHS
52199,780234,40,NHW,M,Y,IHS
52200,120111,40,NHW,M,Y,IHS
52201,984213,40,NHW,M,Y,OHS
52202,291663,40,NHW,M,Y,IHS
52203,417351,40,NHW,M,Y,IHS
52204,624092,40,NHW,F,Y,IHS
52205,866746,40,NHW,F,Y,IHS
52206,140435,40,NHW,M,Y,IHS
52207,193265,40,NHW,M,Y,IHS
52208,757231,40,NHW,M,Y,IHS
52209,535989,40,NHW,F,Y,IHS
52210,299059,40,NHB,M,Y,IHS
52211,334608,40,NHW,F,Y,OHS
52212,43190,40,NHW,M,Y,IHS
52213,729087,40,NHW,F,Y,OHS
52214,590831,40,NHW,F,Y,IHS
52215,203600,40,NHW,M,Y,OHS
52216,243350,40,NHB,F,Y,IHS
52217,165520,40,NHW,F,Y,OHS
52218,597927,40,NHB,M,Y,IHS
52219,493971,40,NHW,M,Y,OHS
52220,753695,40,NHW,M,Y,OHS
52221,235827,40,NHW,M,Y,IHS
52222,381086,40,NHW,F,N,IHS
52223,739676,40,NHW,F,Y,OHS
52224,308249,40,NHW,F,Y,OHS
52225,738265,40,NHW,F,Y,IHS
52226,956220,40,NHW,M,Y,IHS
52227,688050,40,NHB,M,Y,OHS
52228,274689,40,NHW,F,N,IHS
52229,255134,40,NHW,F,Y,IHS
52230,865670,40,NHW,F,Y,IHS
52231,741462,40,NHW,M,Y,IHS
52232,582164,40,NHB,F,N,OHS
52233,506182,40,NHW,M,Y,IHS
52234,599836,40,NHW,F,Y,IHS
52235,268683,40,NHW,M,Y,IHS
52236,663512,40,NHW,M,Y,IHS
52237,732035,40,NHB,F,N,IHS
52238,210628,40,NHW,F,Y,IHS
52239,985025,40,NHW,F,Y,IHS
52240,945000,40,NHB,F,Y,IHS
52241,169459,40,NHW,M,Y,IHS
52242,827466,40,NHW,M,Y,IHS
52243,112940,40,NHB,F,N,IHS
52244,649186,40,NHB,F,Y,IHS
52245,68125,40,NHW,M,Y,IHS
52246,16706,40,NHB,F,N,IHS
52247,661928,40,NHW,F,Y,OHS
52248,606308,40,NHW,F,N,OHS
52249,165673,40,NHW,F,Y,IHS
52250,754283,40,NHW,F,Y,OHS
52251,22214,40,NHW,F,Y,IHS
52252,341505,40,NHW,M,Y,OHS
52253,642902,40,NHW,F,Y,IHS
52254,369273,40,NHW,M,Y,IHS
52255,13543,40,NHW,F,Y,IHS
52256,131112,40,NHW,M,Y,IHS
52257,146910,40,NHW,M,Y,IHS
52258,175809,40,NHW,F,N,OHS
52259,530887,40,NHW,F,Y,IHS
52260,978091,40,NHW,F,Y,IHS
52261,848062,40,NHW,F,Y,IHS
52262,468490,40,NHW,F,Y,IHS
52263,842973,40,NHW,F,Y,IHS
52264,387849,40,NHW,F,Y,IHS
52265,506708,40,NHB,M,Y,IHS
52266,177043,40,NHW,F,Y,IHS
52267,810590,40,NHW,M,N,OHS
52268,615378,40,NHW,F,Y,IHS
52269,51718,40,NHW,M,Y,IHS
52270,68528,40,NHW,M,Y,IHS
52271,787957,40,NHW,M,Y,OHS
52272,757212,40,NHW,F,Y,IHS
52273,369740,40,NHW,M,Y,IHS
52274,315621,40,NHW,F,Y,IHS
52275,345516,40,NHB,F,Y,IHS
52276,943633,40,NHW,M,Y,IHS
52277,949041,40,NHW,F,Y,IHS
52278,810646,40,NHW,M,Y,IHS
52279,662900,40,NHW,F,N,IHS
52280,626984,40,NHW,F,Y,IHS
52281,438670,40,NHW,F,Y,IHS
52282,491198,40,NHB,M,Y,IHS
52283,663936,40,NHW,F,Y,IHS
52284,319374,40,NHW,F,Y,IHS
52285,255452,40,NHW,F,Y,IHS
52286,491140,40,NHW,M,Y,IHS
52287,402678,40,NHW,M,Y,IHS
52288,747367,40,NHW,M,Y,IHS
52289,457797,40,NHB,M,Y,IHS
52290,284416,40,NHB,M,Y,IHS
52291,262249,40,NHW,M,Y,IHS
52292,689789,40,NHB,F,Y,IHS
52293,826280,40,NHW,F,Y,IHS
52294,784385,40,NHW,M,Y,IHS
52295,166153,40,NHW,M,Y,IHS
52296,92538,40,NHW,F,Y,IHS
52297,192871,40,NHW,M,Y,IHS
52298,252645,40,NHW,F,Y,IHS
52299,609186,40,NHB,M,Y,IHS
52300,400811,40,NHW,F,Y,IHS
52301,414016,40,NHW,F,Y,IHS
52302,772040,40,NHW,F,Y,IHS
52303,760017,40,NHW,F,Y,IHS
52304,321640,40,NHB,M,Y,IHS
52305,406731,40,NHB,M,Y,IHS
52306,452606,40,NHW,M,Y,OHS
52307,285007,40,NHW,M,Y,IHS
52308,772865,40,NHW,M,Y,IHS
52309,362433,40,NHW,F,Y,IHS
52310,496185,40,NHW,F,Y,IHS
52311,772584,40,NHW,M,Y,IHS
52312,530630,40,NHB,F,Y,IHS
52313,229395,40,NHW,M,Y,IHS
52314,750537,40,NHW,F,Y,IHS
52315,302748,40,NHW,F,Y,IHS
52316,547277,40,NHB,F,N,OHS
52317,957815,40,NHW,F,N,IHS
52318,455084,40,NHB,F,Y,IHS
52319,689295,40,NHW,F,Y,IHS
52320,960751,40,NHW,F,Y,IHS
52321,971845,40,NHW,M,Y,OHS
52322,970212,40,NHW,F,Y,IHS
52323,448776,40,NHW,F,N,IHS
52324,457068,40,NHW,M,Y,IHS
52325,805310,40,NHW,F,Y,IHS
52326,877654,40,NHW,M,Y,IHS
52327,924332,40,NHW,F,Y,IHS
52328,816280,40,NHW,F,Y,OHS
52329,173761,40,NHW,F,Y,IHS
52330,119309,40,NHW,F,N,IHS
52331,385606,40,NHW,F,Y,IHS
52332,561680,40,NHW,F,Y,IHS
52333,291440,40,NHW,M,Y,IHS
52334,38273,40,NHB,F,N,IHS
52335,770620,40,NHW,M,Y,IHS
52336,78109,40,NHB,F,Y,OHS
52337,338829,40,NHW,M,Y,IHS
52338,985437,40,NHW,F,Y,IHS
52339,347837,40,NHB,M,Y,IHS
52340,881514,40,NHW,F,N,OHS
52341,904367,40,NHW,F,Y,IHS
52342,74990,40,NHB,F,Y,IHS
52343,589424,40,NHB,F,Y,IHS
52344,474123,40,NHW,M,Y,IHS
52345,1705,40,NHB,F,N,OHS
52346,833282,40,NHW,F,N,OHS
52347,377799,40,NHB,M,Y,IHS
52348,662922,40,NHW,M,Y,IHS
52349,712735,40,NHB,F,Y,IHS
52350,5847,40,NHW,M,Y,IHS
52351,780927,40,NHW,M,Y,IHS
52352,235327,40,NHW,F,Y,OHS
52353,541143,40,NHB,M,Y,IHS
52354,14184,40,NHW,F,Y,IHS
52355,875481,40,NHW,M,N,OHS
52356,805060,40,NHW,M,Y,IHS
52357,301683,40,NHB,M,Y,IHS
52358,829091,40,NHW,F,Y,OHS
52359,56037,40,NHB,M,Y,IHS
52360,141227,40,NHB,M,Y,IHS
52361,151943,40,NHW,M,Y,OHS
52362,598369,40,NHW,F,Y,IHS
52363,615251,40,NHW,F,Y,IHS
52364,114483,40,NHW,F,Y,IHS
52365,133607,40,NHW,M,Y,IHS
52366,693413,40,NHB,M,N,IHS
52367,302716,40,NHW,M,Y,IHS
52368,192611,40,NHW,M,Y,IHS
52369,213750,40,NHW,M,Y,IHS
52370,125447,40,NHW,M,Y,IHS
52371,64676,40,NHW,F,Y,IHS
52372,147583,40,NHB,F,N,IHS
52373,175760,40,NHW,F,Y,OHS
52374,724991,40,NHW,F,Y,OHS
52375,797497,40,NHB,F,Y,IHS
52376,709017,40,NHW,F,Y,OHS
52377,640202,40,NHB,F,Y,IHS
52378,491353,40,NHW,F,Y,IHS
52379,38550,40,NHW,M,N,OHS
52380,153736,40,NHW,F,Y,IHS
52381,934593,40,NHW,M,Y,IHS
52382,252324,40,NHB,F,Y,IHS
52383,909642,40,NHW,F,N,OHS
52384,318095,40,NHB,F,Y,OHS
52385,18730,40,NHB,F,Y,IHS
52386,701762,40,NHW,F,Y,IHS
52387,794439,40,NHB,F,Y,IHS
52388,467010,40,NHB,M,Y,IHS
52389,430694,40,NHW,F,Y,OHS
52390,837259,40,NHW,F,Y,IHS
52391,4090,40,NHW,M,N,IHS
52392,503320,40,NHW,M,Y,OHS
52393,244205,40,NHW,F,Y,IHS
52394,561568,40,NHW,M,Y,OHS
52395,636861,40,NHB,F,Y,IHS
52396,407458,40,NHW,M,Y,IHS
52397,382359,40,NHW,F,Y,IHS
52398,659213,40,NHB,F,Y,IHS
52399,764446,40,NHW,F,Y,IHS
52400,634861,40,NHW,M,Y,OHS
52401,245848,40,NHB,F,Y,IHS
52402,490747,40,NHW,M,Y,IHS
52403,549864,40,NHW,M,Y,IHS
52404,809755,40,NHW,M,Y,IHS
52405,916359,40,NHB,M,N,IHS
52406,397420,40,NHW,F,Y,IHS
52407,295972,40,NHW,M,Y,IHS
52408,281205,40,NHW,F,Y,IHS
52409,791025,40,NHW,M,Y,IHS
52410,471168,40,NHW,F,N,IHS
52411,532413,40,NHB,M,Y,IHS
52412,863928,40,NHB,M,Y,IHS
52413,471591,40,NHW,M,Y,IHS
52414,209294,40,NHB,F,N,OHS
52415,306701,40,NHW,M,Y,IHS
52416,680942,40,NHB,F,Y,IHS
52417,264171,40,NHW,F,N,OHS
52418,100127,40,NHW,F,Y,IHS
52419,817409,40,NHW,M,Y,OHS
52420,59422,40,NHW,F,Y,IHS
52421,409100,40,NHW,M,Y,IHS
52422,829686,40,NHW,F,N,IHS
52423,717612,40,NHB,F,N,OHS
52424,514842,40,NHW,F,Y,IHS
52425,48919,40,NHW,F,Y,IHS
52426,416342,40,NHW,M,Y,IHS
52427,760308,40,NHW,M,N,IHS
52428,123876,40,NHW,M,Y,IHS
52429,941841,40,NHW,M,Y,IHS
52430,433759,40,NHW,F,Y,IHS
52431,966760,40,NHW,F,Y,IHS
52432,574957,40,NHW,M,N,OHS
52433,401458,40,NHW,M,Y,IHS
52434,599935,40,NHW,F,Y,IHS
52435,530945,40,NHB,M,Y,IHS
52436,915023,40,NHB,M,Y,IHS
52437,376407,40,NHW,F,Y,OHS
52438,807705,40,NHW,M,Y,IHS
52439,951564,40,NHW,F,Y,IHS
52440,104818,40,NHW,F,Y,IHS
52441,807168,40,NHW,F,N,IHS
52442,770814,40,NHW,F,Y,IHS
52443,34051,40,NHW,M,Y,IHS
52444,702996,40,NHW,F,N,OHS
52445,141874,40,NHW,M,Y,IHS
52446,962285,40,NHB,M,Y,OHS
52447,980673,40,NHW,M,Y,OHS
52448,305492,40,NHW,M,Y,IHS
52449,77675,40,NHW,M,Y,IHS
52450,662694,40,NHB,F,Y,IHS
52451,394921,40,NHW,F,Y,IHS
52452,748764,40,NHW,M,N,IHS
52453,820358,40,NHW,M,Y,IHS
52454,183233,40,NHW,F,Y,IHS
52455,224095,40,NHW,M,Y,IHS
52456,77309,40,NHW,F,Y,IHS
52457,715125,40,NHW,M,Y,IHS
52458,548060,40,NHW,F,Y,IHS
52459,347248,40,NHW,F,Y,IHS
52460,859083,40,NHW,M,Y,IHS
52461,99824,40,NHW,F,Y,IHS
52462,249606,40,NHW,M,Y,OHS
52463,928870,40,NHW,F,Y,IHS
52464,684397,40,NHW,M,Y,IHS
52465,420036,40,NHB,M,Y,IHS
52466,206808,40,NHW,F,N,IHS
52467,421370,40,NHB,F,Y,IHS
52468,714074,40,NHW,F,N,OHS
52469,434085,40,NHW,F,Y,OHS
52470,682632,40,NHW,M,Y,IHS
52471,349099,40,NHW,M,Y,IHS
52472,621108,40,NHW,M,Y,IHS
52473,707453,40,NHW,F,N,IHS
52474,827642,40,NHW,F,Y,IHS
52475,868703,40,NHW,F,Y,IHS
52476,165121,40,NHW,M,N,OHS
52477,839542,40,NHW,F,Y,OHS
52478,378206,40,NHB,M,N,IHS
52479,192992,40,NHB,M,Y,IHS
52480,985317,40,NHW,F,N,IHS
52481,694309,40,NHW,F,Y,IHS
52482,554046,40,NHW,M,Y,IHS
52483,26333,40,NHW,F,Y,IHS
52484,636110,40,NHW,F,Y,OHS
52485,531867,40,NHW,F,Y,IHS
52486,768004,40,NHW,F,N,IHS
52487,11751,40,NHW,M,Y,IHS
52488,479804,40,NHW,F,Y,IHS
52489,846163,40,NHW,F,Y,IHS
52490,251297,40,NHW,F,Y,IHS
52491,47790,40,NHW,F,Y,IHS
52492,9493,40,NHW,M,Y,IHS
52493,316508,40,NHW,F,Y,IHS
52494,204189,40,NHB,M,Y,IHS
52495,102458,40,NHB,F,Y,IHS
52496,471091,40,NHW,F,Y,IHS
52497,25452,40,NHW,F,Y,OHS
52498,361163,40,NHB,F,Y,IHS
52499,873977,40,NHW,M,N,OHS
52500,863939,40,NHW,F,Y,IHS
52501,550235,40,NHW,M,Y,IHS
52502,544662,40,NHW,M,Y,IHS
52503,845671,40,NHW,M,Y,IHS
52504,583057,40,NHW,M,Y,IHS
52505,411510,40,NHW,M,Y,IHS
52506,816560,40,NHW,F,N,OHS
52507,678767,40,NHW,F,Y,IHS
52508,686547,40,NHW,F,Y,IHS
52509,62611,40,NHW,M,N,IHS
52510,425912,40,NHB,M,Y,IHS
52511,358343,40,NHW,F,Y,IHS
52512,331337,40,NHB,M,Y,IHS
52513,258795,40,NHB,M,Y,IHS
52514,698903,40,NHW,F,Y,IHS
52515,921186,40,NHB,M,Y,IHS
52516,817190,40,NHB,M,Y,IHS
52517,560226,40,NHW,F,N,IHS
52518,23564,40,NHW,M,N,IHS
52519,134627,40,NHW,F,Y,IHS
52520,544886,40,NHW,F,Y,IHS
52521,34813,40,NHW,F,Y,IHS
52522,907299,40,NHW,M,Y,IHS
52523,865027,40,NHW,M,Y,IHS
52524,647873,40,NHW,M,Y,OHS
52525,791996,40,NHW,F,Y,IHS
52526,265135,40,NHW,M,Y,OHS
52527,520330,40,NHW,M,Y,OHS
52528,370591,40,NHB,F,Y,IHS
52529,670327,40,NHW,F,Y,OHS
52530,247118,40,NHW,F,Y,IHS
52531,846579,40,NHW,F,N,IHS
52532,980464,40,NHW,F,Y,IHS
52533,872620,40,NHW,F,Y,IHS
52534,269414,40,NHB,M,N,IHS
52535,333334,40,NHW,M,Y,IHS
52536,85363,40,NHW,F,Y,IHS
52537,137474,40,NHW,F,Y,IHS
52538,195258,40,NHW,F,Y,IHS
52539,642408,40,NHW,M,Y,IHS
52540,751235,40,NHW,M,Y,IHS
52541,853429,40,NHW,F,Y,IHS
52542,808025,40,NHB,M,Y,IHS
52543,69000,40,NHW,F,Y,IHS
52544,233680,40,NHB,M,N,OHS
52545,618988,40,NHW,F,Y,IHS
52546,36356,40,NHW,F,N,OHS
52547,976254,40,NHW,M,Y,IHS
52548,612311,40,NHW,F,Y,OHS
52549,375271,40,NHW,F,Y,IHS
52550,7588,40,NHW,F,Y,IHS
52551,334591,40,NHW,F,Y,IHS
52552,745806,40,NHW,F,Y,IHS
52553,716781,40,NHW,F,Y,IHS
52554,91708,40,NHW,M,Y,OHS
52555,334462,40,NHW,M,Y,IHS
52556,978373,40,NHW,M,Y,IHS
52557,355235,40,NHW,F,Y,OHS
52558,228409,40,NHB,F,Y,IHS
52559,938978,40,NHW,M,N,IHS
52560,762165,40,NHW,F,Y,IHS
52561,552239,40,NHB,F,N,IHS
52562,267273,40,NHW,F,Y,IHS
52563,670890,40,NHW,F,Y,OHS
52564,802431,40,NHB,M,Y,IHS
52565,487150,40,NHW,M,N,OHS
52566,709137,40,NHB,F,N,IHS
52567,265371,40,NHB,F,Y,IHS
52568,864180,40,NHW,F,Y,IHS
52569,101000,40,NHB,F,Y,IHS
52570,637828,40,NHW,F,Y,OHS
52571,435967,40,NHW,M,Y,IHS
52572,832121,40,NHW,F,Y,IHS
52573,219548,40,NHW,F,Y,IHS
52574,570756,40,NHW,F,Y,IHS
52575,169918,40,NHB,M,Y,IHS
52576,2836,40,NHW,M,Y,IHS
52577,425693,40,NHB,M,Y,IHS
52578,846886,40,NHW,F,N,OHS
52579,116452,40,NHW,M,Y,IHS
52580,368326,40,NHW,F,N,IHS
52581,599592,40,NHB,M,Y,IHS
52582,189088,40,NHW,F,Y,IHS
52583,480174,40,NHW,F,Y,IHS
52584,966674,40,NHW,M,Y,OHS
52585,249674,40,NHW,M,Y,IHS
52586,435208,40,NHW,F,Y,OHS
52587,997835,40,NHW,F,Y,IHS
52588,904867,40,NHW,M,Y,OHS
52589,551701,40,NHW,M,Y,IHS
52590,768155,40,NHW,F,N,OHS
52591,792184,40,NHW,F,Y,IHS
52592,590591,40,NHW,F,Y,OHS
52593,448953,40,NHW,F,N,IHS
52594,367690,40,NHW,F,Y,IHS
52595,241865,40,NHW,F,N,OHS
52596,100862,40,NHW,F,Y,IHS
52597,180175,40,NHW,M,Y,IHS
52598,412209,40,NHW,F,Y,IHS
52599,116212,40,NHB,M,Y,IHS
52600,618814,40,NHW,F,Y,OHS
52601,722565,40,NHW,F,Y,OHS
52602,35171,40,NHW,M,N,IHS
52603,920553,40,NHW,F,N,OHS
52604,996146,40,NHW,M,Y,OHS
52605,362290,40,NHW,F,Y,IHS
52606,856721,40,NHW,M,Y,OHS
52607,91997,40,NHW,M,Y,IHS
52608,667467,40,NHW,F,Y,IHS
52609,15029,40,NHW,F,Y,OHS
52610,383742,40,NHB,M,Y,IHS
52611,449443,40,NHW,M,Y,IHS
52612,63061,40,NHW,F,Y,IHS
52613,559860,40,NHB,M,Y,IHS
52614,516687,40,NHW,M,Y,IHS
52615,739280,40,NHW,F,Y,IHS
52616,982502,40,NHW,F,Y,IHS
52617,214580,40,NHW,F,Y,IHS
52618,214007,40,NHW,F,Y,IHS
52619,413774,40,NHW,F,Y,IHS
52620,424199,40,NHW,F,Y,IHS
52621,927033,40,NHW,F,Y,IHS
52622,759397,40,NHW,M,N,IHS
52623,121407,40,NHW,M,Y,IHS
52624,47097,40,NHB,M,Y,IHS
52625,439032,40,NHW,M,Y,IHS
52626,726003,40,NHW,F,Y,IHS
52627,836454,40,NHW,M,Y,IHS
52628,758168,40,NHB,M,N,OHS
52629,113253,40,NHW,M,Y,IHS
52630,221691,40,NHW,M,Y,IHS
52631,294468,40,NHW,F,Y,IHS
52632,602978,40,NHW,M,Y,IHS
52633,477646,40,NHW,M,Y,IHS
52634,857134,40,NHB,M,N,OHS
52635,95182,40,NHW,M,Y,IHS
52636,912617,40,NHB,M,N,OHS
52637,515482,40,NHW,F,Y,IHS
52638,471154,40,NHW,F,Y,OHS
52639,500629,40,NHB,F,Y,IHS
52640,359064,40,NHW,F,Y,IHS
52641,709384,40,NHW,F,Y,IHS
52642,51583,40,NHW,F,Y,IHS
52643,289047,40,NHW,F,Y,IHS
52644,80165,40,NHW,F,Y,IHS
52645,165759,40,NHW,M,Y,IHS
52646,415457,40,NHB,M,Y,IHS
52647,873348,40,NHW,F,Y,IHS
52648,106076,40,NHW,F,Y,IHS
52649,743511,40,NHW,F,Y,OHS
52650,451106,40,NHB,M,Y,IHS
52651,927015,40,NHB,F,Y,IHS
52652,382915,40,NHW,F,Y,IHS
52653,540772,40,NHW,M,Y,OHS
52654,479078,40,NHB,F,Y,IHS
52655,23197,40,NHW,F,N,IHS
52656,789264,40,NHW,F,Y,IHS
52657,742973,40,NHB,M,Y,IHS
52658,244421,40,NHW,M,Y,IHS
52659,404266,40,NHW,M,Y,IHS
52660,93553,40,NHW,M,Y,IHS
52661,245041,40,NHW,F,Y,IHS
52662,435813,40,NHW,F,Y,IHS
52663,560126,40,NHB,F,N,OHS
52664,957489,40,NHW,M,Y,IHS
52665,170201,40,NHW,F,Y,IHS
52666,171534,40,NHW,M,Y,IHS
52667,872684,40,NHW,F,Y,IHS
52668,786151,40,NHW,F,Y,IHS
52669,222981,40,NHW,M,N,IHS
52670,931103,40,NHW,F,Y,IHS
52671,880881,40,NHW,M,Y,IHS
52672,19455,40,NHW,F,Y,IHS
52673,412867,40,NHW,F,Y,IHS
52674,383892,40,NHW,M,Y,OHS
52675,48337,40,NHW,F,Y,OHS
52676,923863,40,NHB,F,Y,IHS
52677,714924,40,NHW,M,N,IHS
52678,808283,40,NHW,F,Y,IHS
52679,794982,40,NHB,F,N,IHS
52680,386658,40,NHW,F,Y,IHS
52681,665307,40,NHW,F,Y,OHS
52682,838871,40,NHW,F,Y,OHS
52683,403964,40,NHW,F,Y,IHS
52684,619028,40,NHW,F,Y,IHS
52685,154990,40,NHW,M,Y,IHS
52686,526797,40,NHW,M,N,IHS
52687,703513,40,NHB,F,Y,IHS
52688,51597,40,NHB,M,Y,IHS
52689,126650,40,NHW,F,Y,OHS
52690,334435,40,NHW,M,N,OHS
52691,582550,40,NHW,M,Y,OHS
52692,91919,40,NHW,F,Y,IHS
52693,968355,40,NHW,F,N,OHS
52694,196793,40,NHW,M,Y,IHS
52695,357235,40,NHW,F,N,IHS
52696,638237,40,NHW,F,Y,IHS
52697,607410,40,NHW,F,N,OHS
52698,366042,40,NHW,M,Y,IHS
52699,416400,40,NHB,F,Y,IHS
52700,279934,40,NHW,F,Y,IHS
52701,709420,40,NHB,M,Y,IHS
52702,898328,40,NHW,M,Y,IHS
52703,165190,40,NHB,M,Y,IHS
52704,564908,40,NHW,M,Y,IHS
52705,396640,40,NHW,M,Y,IHS
52706,369988,40,NHW,F,N,OHS
52707,495787,40,NHW,M,Y,IHS
52708,256307,40,NHW,F,Y,IHS
52709,122490,40,NHW,F,Y,IHS
52710,683917,40,NHB,F,Y,IHS
52711,767737,40,NHB,F,Y,IHS
52712,496527,40,NHW,F,Y,IHS
52713,533572,40,NHW,F,Y,IHS
52714,625902,40,NHW,F,Y,IHS
52715,691356,40,NHW,F,Y,IHS
52716,542635,40,NHW,F,Y,IHS
52717,919930,40,NHW,M,Y,IHS
52718,470580,40,NHW,M,Y,IHS
52719,253602,40,NHW,M,Y,IHS
52720,356558,40,NHW,M,Y,OHS
52721,507191,40,NHW,F,Y,IHS
52722,528425,40,NHB,M,Y,IHS
52723,199793,40,NHB,M,Y,OHS
52724,111145,40,NHW,M,Y,IHS
52725,664731,40,NHB,M,N,OHS
52726,528616,40,NHW,F,Y,IHS
52727,492558,40,NHW,M,Y,IHS
52728,327109,40,NHW,M,Y,IHS
52729,763417,40,NHW,M,N,OHS
52730,819334,40,NHW,M,Y,IHS
52731,70408,40,NHW,M,N,IHS
52732,824275,40,NHW,F,Y,IHS
52733,462845,40,NHW,F,Y,IHS
52734,95482,40,NHW,M,Y,IHS
52735,895625,40,NHW,F,Y,IHS
52736,683644,40,NHW,F,Y,IHS
52737,412677,40,NHW,M,N,IHS
52738,344590,40,NHW,F,N,OHS
52739,27279,40,NHW,F,Y,IHS
52740,691529,40,NHW,M,Y,IHS
52741,875336,40,NHW,M,Y,IHS
52742,211666,40,NHW,F,Y,OHS
52743,925180,40,NHW,M,Y,IHS
52744,976312,40,NHW,M,Y,IHS
52745,119654,40,NHW,M,Y,IHS
52746,909462,40,NHW,M,Y,IHS
52747,963792,40,NHW,M,Y,IHS
52748,754757,40,NHW,M,Y,IHS
52749,668533,40,NHW,M,Y,IHS
52750,198436,40,NHW,F,Y,IHS
52751,739521,40,NHW,M,Y,IHS
52752,175409,40,NHW,F,Y,IHS
52753,622911,40,NHW,F,Y,IHS
52754,753030,40,NHW,M,Y,IHS
52755,860760,40,NHW,M,Y,IHS
52756,330330,40,NHB,M,Y,IHS
52757,560923,40,NHW,M,Y,OHS
52758,86706,40,NHW,M,Y,IHS
52759,803199,40,NHB,M,Y,IHS
52760,216693,40,NHW,F,Y,OHS
52761,562564,40,NHW,M,Y,IHS
52762,981458,40,NHW,M,Y,IHS
52763,175536,40,NHW,M,Y,IHS
52764,283400,40,NHB,M,Y,IHS
52765,948637,40,NHW,M,Y,IHS
52766,144909,40,NHW,F,Y,IHS
52767,289975,40,NHW,M,Y,IHS
52768,896922,40,NHW,M,Y,IHS
52769,845323,40,NHB,M,N,OHS
52770,335023,40,NHW,M,Y,IHS
52771,918688,40,NHW,M,Y,IHS
52772,647660,40,NHB,F,Y,IHS
52773,68455,40,NHW,F,Y,IHS
52774,93535,40,NHW,M,N,OHS
52775,926350,40,NHW,M,Y,OHS
52776,471999,40,NHW,M,Y,IHS
52777,351197,40,NHW,M,Y,OHS
52778,130553,40,NHW,F,Y,IHS
52779,626791,40,NHW,F,Y,IHS
52780,7207,40,NHW,M,Y,IHS
52781,938711,40,NHW,F,Y,OHS
52782,986695,40,NHW,M,Y,OHS
52783,663091,40,NHW,M,Y,IHS
52784,919107,40,NHW,M,Y,IHS
52785,36621,40,NHW,F,Y,IHS
52786,404381,40,NHW,M,Y,IHS
52787,963839,40,NHW,M,Y,OHS
52788,671261,40,NHW,F,Y,OHS
52789,710486,40,NHW,M,Y,IHS
52790,128623,40,NHW,F,Y,IHS
52791,513417,40,NHW,M,Y,IHS
52792,486810,40,NHB,F,Y,IHS
52793,693793,40,NHW,F,Y,IHS
52794,83722,40,NHW,F,Y,IHS
52795,578645,40,NHB,F,Y,IHS
52796,37983,40,NHW,M,N,IHS
52797,569569,40,NHW,M,Y,IHS
52798,157036,40,NHW,F,Y,IHS
52799,151797,40,NHW,M,Y,IHS
52800,431933,40,NHW,M,Y,IHS
52801,414705,40,NHW,F,Y,IHS
52802,408696,40,NHW,F,Y,IHS
